276726,155061224,5
276727,446520802,0
276729,521795028,6
276733,2080674722,0
276736,3257224281,8
276737,600570967,6
276745,342310538,10
276746,425115801,0
276746,449006522,0
276746,553561618,0
276746,786013990,0
276746,786014512,0
276747,60517794,9
276747,451192001,0
276747,609801279,0
276747,671537458,9
276747,679776818,8
276747,943066433,7
276747,1570231028,0
276747,1885408226,7
276748,747558167,6
276748,3442437407,0
276751,3596218098,8
276754,684867621,8
276755,451166892,5
276760,8440682697,10
276762,380000059,0
276762,380711524,5
276762,451167317,0
276762,451454952,0
276762,843920262,0
276762,3404122879,0
276762,3404182928,0
276762,3404611306,0
276762,342662429,0
276762,3426690179,0
276762,3442424216,0
276762,3442425573,0
276762,3453092007,8
276762,3453157745,0
276762,3453176944,0
276762,3453185137,0
276762,3453185323,0
276762,3453213025,3
276762,3453877241,0
276762,3492226604,0
276762,3517017442,0
276762,3596125006,0
276765,9029716894,0
276768,9057868059,4
276772,140279091,0
276772,553572369,7
276772,571058086,0
276772,3499230933,10
276772,3596151465,10
276774,99543818,0
276774,3404147723,0
276774,3423111321,0
276774,3442136644,9
276774,3492232000,0
276780,8434811634,0
276780,8484330478,7
276780,8484332039,7
276786,2864322102,6
276786,8402065945,0
276786,8423314901,0
276786,8427911769,0
276786,8433914456,0
276786,8437606322,8
276786,8445072919,0
276786,8466300821,6
276786,8478442588,6
276786,8495368099,0
276788,345443683,8
276796,330332775,5
276796,330367358,0
276798,6379702,5
276798,3423084049,0
276798,3442131340,7
276798,3442437407,0
276798,3446202102,0
276798,3453073398,0
276798,3453115783,0
276798,3499134004,0
276798,3548603203,6
276798,3764501383,0
276798,3791535889,0
276800,61054143,0
276800,61054151,0
276800,61056774,0
276800,671021346,0
276800,671024108,0
276800,1562827898,7
276803,9726954835,0
276804,64405176,0
276804,439104769,0
276804,440498058,8
276806,8807817144,0
276806,8845915913,0
276808,395547032,10
276811,440414121,10
276812,8879839993,8
276813,8401328322,0
276813,8401461189,0
276813,8401471796,0
276813,8423996565,8
276813,8424130081,0
276813,8426449476,8
276813,8426449573,6
276813,8478884831,8
276813,8478885218,6
276813,8478885463,6
276813,8478886044,8
276813,8495618052,0
276814,91830893,8
276814,586207414,7
276814,812571029,9
276817,671749609,0
276820,140062718,0
276820,140260498,9
276822,60096195,10
276822,141310340,9
276822,142302198,10
276822,156006065,9
276822,375821813,9
276822,439087597,0
276822,439401399,6
276822,552546933,9
276822,689804458,8
276822,699854289,10
276822,786812508,9
276822,786817070,10
276822,805057706,10
276822,1551925060,8
276822,1573248533,10
276828,385272324,0
276828,2038701962,0
276828,2070264564,0
276828,2070334430,0
276828,2070403734,0
276828,2080680676,0
276828,2232122263,0
276828,2253044903,0
276828,2253150711,7
276828,2266076000,0
276828,2277221678,0
276828,2290321028,0
276828,2842190009,0
276830,440225825,9
276832,316781266,0
276832,345446860,5
276833,671876244,0
276835,3125785006,10
276837,380005239,5
276838,1593080255,0
276840,330201700,0
276840,385729340,0
276842,3809407536,7
276847,446364193,0
276847,3257200552,5
276847,3379015180,0
276847,3404145909,8
276847,3404148576,8
276847,3404921178,7
276847,3423071516,10
276847,3423204885,0
276847,3423205806,0
276847,3426029553,8
276847,3426622610,0
276847,3426671298,8
276847,3442413508,10
276847,3442422035,9
276847,3442435773,8
276847,3442437717,7
276847,3442441080,10
276847,3442442796,0
276847,3442444020,8
276847,3442446414,10
276847,3442448530,7
276847,3442449820,9
276847,3453137442,6
276847,3453870190,0
276847,3455077331,0
276847,3492231322,9
276847,3499222213,7
276847,3499228297,6
276847,3499232529,0
276847,3499233436,0
276847,3499264528,0
276847,3499433443,8
276847,3506464078,10
276847,3548602967,0
276847,3551551677,10
276847,3551551685,10
276847,3551551693,10
276847,3551551936,10
276847,3608932240,7
276847,3608935428,10
276847,3608935436,10
276847,3770131495,0
276847,3809024589,8
276847,3821815191,10
276847,3932069234,5
276848,3423100424,0
276848,3442096596,0
276848,3442440777,0
276848,3453009304,0
276848,3453042905,0
276848,3453061187,0
276848,3453071174,0
276848,3453127013,0
276848,3453211014,0
276848,3462026062,8
276848,3596122279,0
276848,3596287200,0
276848,3922524443,0
276850,449217264,7
276852,140621741,0
276853,8420457477,1
276853,8448034023,7
276854,671034944,5
276854,843946415,0
276856,2010173929,0
276856,20103389,0
276856,2012003494,0
276856,2013218826,0
276856,2013220162,0
276856,2070332985,0
276856,2203142278,0
276856,2205040561,0
276856,2253005274,0
276856,2723402983,0
276856,2747002748,0
276856,2800108584,0
276856,2800134259,0
276856,2800134267,0
276856,2800135522,0
276856,2800135565,0
276856,2800135719,0
276856,2800135727,0
276856,2803616998,0
276856,2907572458,0
276857,8439598459,6
276859,140252517,6
276859,140269967,0
276859,140328742,0
276859,140366830,0
276859,140367446,0
276859,425131378,0
276859,517642689,7
276859,600571165,0
276859,789706032,8
276859,836218833,10
276859,836220889,10
276859,1559712252,6
276859,1567616089,8
276859,2890510328,0
276859,3257227264,0
276861,141011904,9
276861,3423201509,10
276861,3423206616,8
276861,344242529,9
276861,3446200452,8
276861,3499231603,9
276861,3608935428,9
276861,3608935436,9
276861,3704320196,6
276861,3886807843,8
276862,345423402,0
276862,1569312435,9
276862,1892213141,8
276863,8530805461,10
276866,3257218516,3
276866,3404126343,8
276866,3404131606,0
276866,3404139178,9
276866,3404143299,7
276866,3404614542,0
276866,3426192543,5
276866,3426702266,0
276866,3442421357,0
276866,3442443806,4
276866,3453108361,7
276866,3453126912,0
276866,3453130901,5
276866,3453132262,0
276866,3596129389,0
276866,3596237874,0
276866,3596247500,0
276866,3809410357,5
276869,345249372,0
276870,9026935722,6
276872,425167097,8
276872,425188221,7
276872,8500010452,4
276872,8501023450,3
276872,8571648972,10
276872,8588615126,8
276872,8589885291,8
276875,273755,7
276875,14366020444,8
276875,688172377,0
276875,8481305464,0
276875,8496075850,8
276875,8804321008,0
276875,8804375299,0
276875,8804407808,6
276875,8804464895,7
276875,8804510579,0
276875,8804512652,0
276875,8806144146,0
276875,8806155873,0
276875,8807700735,0
276875,8807806746,0
276875,8807810751,7
276875,8807812495,0
276875,8807813157,0
276875,8807816059,0
276875,8817106100,6
276875,8817112917,8
276875,8817877028,0
276875,8820024381,0
276875,8831760122,0
276875,8833908488,4
276875,8838910987,8
276875,8842806978,0
276875,8845219747,0
276875,8845249689,0
276875,8846200624,8
276875,88741800047,8
276875,8876846565,7
276875,8877825200,2
276875,8879285513,6
276875,8879285645,6
276875,8879832905,0
276875,8881110288,0
276875,8887432252,8
276875,8888424121,8
276878,449210197,6
276879,8817151068,7
276884,151446474,0
276884,8433967606,0
276884,8496280012,7
276884,899792145,0
276887,64430227,5
276887,671723650,0
276887,812533550,9
276888,8806162160,6
276889,446613843,0
276890,140270272,0
276896,440241537,10
276904,99460343,0
276904,375901582,10
276904,439317746,5
276904,440228840,10
276904,440414121,10
276904,738205737,5
276904,1566911605,0
276905,60542845,8
276905,449148831,5
276905,1551666308,0
276911,8420430943,8
276911,8420636282,9
276911,8432205311,9
276912,99549611,6
276912,701162767,0
276912,1852422580,0
276916,441008291,8
276925,6511929,0
276925,60520507,0
276925,60930934,0
276925,60951303,0
276925,99414732,7
276925,140154078,6
276925,140327592,0
276925,140367616,0
276925,141181222,0
276925,151010633,0
276925,192834312,0
276925,194216748,5
276925,240514866,0
276925,316666343,0
276925,345391810,0
276925,375400699,0
276925,385504209,8
276925,439284031,0
276925,439286182,0
276925,439286239,0
276925,449221148,0
276925,451527747,0
276925,486282112,0
276925,486424499,0
276925,553275283,8
276925,582530431,9
276925,590502123,0
276925,595132189,0
276925,613329740,0
276925,671729438,0
276925,671746502,0
276925,679721851,0
276925,679745580,0
276925,691000980,0
276925,747545111,0
276925,749931434,0
276925,754000117,0
276925,804106304,0
276925,812583566,0
276925,843128240,0
276925,879517344,0
276925,971880107,0
276925,1400001625,0
276925,1400002672,8
276925,1853262404,0
